ecosystem,name,version
deb,libltc11,1.3.1-1
deb,libltdl-dev,2.4.7-7build1
deb,libltdl7,2.4.6-15build2
deb,libltdl7,2.4.7-7build1
deb,libltdl7,2.4.7-7~deb12u1
deb,liblz4-1,1.9.3-2build2
deb,liblz4-1,1.9.4-1
deb,liblz4-1,1.9.4-1build1.1
deb,liblzma5,5.2.5-2ubuntu1
deb,liblzma5,5.4.1-1
deb,liblzma5,5.6.1+really5.4.5-1ubuntu0.2
deb,liblzo2-2,2.10-2build3
deb,libmagic-mgc,1:5.41-3ubuntu0.1
deb,libmagic-mgc,1:5.44-3
deb,libmagic-mgc,1:5.45-3build1
deb,libmagic1,1:5.41-3ubuntu0.1
deb,libmagic1,1:5.44-3
deb,libmagic1t64,1:5.45-3build1
deb,libmagickcore-6.q16-6,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.5
deb,libmagickcore-6.q16-6,8:6.9.11.60+dfsg-1.6+deb12u3
deb,libmagickcore-6.q16-6-extra,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.5
deb,libmagickwand-6.q16-6,8:6.9.11.60+dfsg-1.3ubuntu0.22.04.5
deb,libmagickwand-6.q16-6,8:6.9.11.60+dfsg-1.6+deb12u3
deb,libmanette-0.2-0,0.2.6-3build1
deb,libmaxminddb0,1.5.2-1build2
deb,libmaxminddb0,1.7.1-1
deb,libmd0,1.0.4-1build1
deb,libmd0,1.0.4-2
deb,libmd0,1.1.0-2build1.1
deb,libmemcached11,1.1.4-1
deb,libmetis-dev,5.1.0.dfsg-7build3
deb,libmetis5,5.1.0.dfsg-7build3
deb,libmfx1,22.3.0-1
deb,libmjpegutils-2.1-0,1:2.1.0+debian-6build1
deb,libmodplug1,1:0.8.9.0-3
deb,libmount1,2.37.2-4ubuntu3.4
deb,libmount1,2.38.1-5+deb12u3
deb,libmount1,2.39.3-9ubuntu6.2
deb,libmp3lame0,3.100-3build2
deb,libmpc3,1.2.1-2build1
deb,libmpc3,1.3.1-1
deb,libmpc3,1.3.1-1build1.1
deb,libmpcdec6,2:0.1~r495-2
deb,libmpdec3,2.5.1-2build2
deb,libmpeg2-4,0.5.1-9
deb,libmpeg2encpp-2.1-0,1:2.1.0+debian-6build1
deb,libmpfr6,4.1.0-3build3
deb,libmpfr6,4.2.0-1
deb,libmpfr6,4.2.1-1build1.1
deb,libmpg123-0,1.29.3-1ubuntu0.1
deb,libmplex2-2.1-0,1:2.1.0+debian-6build1
deb,libmumps-5.6t64,5.6.2-2.1build2
deb,libmumps-dev,5.6.2-2.1build2
deb,libmumps-headers-dev,5.6.2-2.1build2
deb,libmumps-ptscotch-5.6t64,5.6.2-2.1build2
deb,libmumps-ptscotch-dev,5.6.2-2.1build2
deb,libmunge2,0.5.15-4build1
deb,libncurses5,6.3-2ubuntu0.1
deb,libncurses6,6.3-2ubuntu0.1
deb,libncurses6,6.4-4
deb,libncursesw6,6.3-2ubuntu0.1
deb,libncursesw6,6.4+20240113-1ubuntu2
deb,libncursesw6,6.4-4
deb,libnetcdf-dev,1:4.9.2-5ubuntu4
deb,libnetcdf19t64,1:4.9.2-5ubuntu4
deb,libnettle8,3.7.3-1build2
deb,libnettle8,3.8.1-2
deb,libnettle8t64,3.9.1-2.2build1.1
deb,libnghttp2-14,1.43.0-1ubuntu0.2
deb,libnghttp2-14,1.52.0-1+deb12u2
deb,libnghttp2-14,1.59.0-1ubuntu0.2
deb,libnice10,0.1.18-2
deb,libnl-3-200,3.7.0-0.3build1.1
deb,libnl-3-dev,3.7.0-0.3build1.1
deb,libnl-route-3-200,3.7.0-0.3build1.1
deb,libnl-route-3-dev,3.7.0-0.3build1.1
deb,libnm0,1.36.6-0ubuntu2.1
deb,libnotify4,0.7.9-3ubuntu5.22.04.1
deb,libnpth0,1.6-3build2
deb,libnpth0t64,1.6-3.1build1
deb,libnsl-dev,1.3.0-2
deb,libnsl-dev,1.3.0-2build2
deb,libnsl2,1.3.0-2
deb,libnsl2,1.3.0-2build2
deb,libnspr4,2:4.35-0ubuntu0.22.04.1
deb,libnss-mdns,0.15.1-1ubuntu1
deb,libnss-systemd,249.11-0ubuntu3.12
deb,libnss-systemd,249.11-0ubuntu3.16
deb,libnss3,2:3.98-0ubuntu0.22.04.2
deb,libnuma-dev,2.0.18-1build1
deb,libnuma1,2.0.14-3ubuntu2
deb,libnuma1,2.0.16-1
deb,libnuma1,2.0.18-1build1
deb,libnumber-compare-perl,0.03-3
deb,libogg0,1.3.5-0ubuntu3
deb,libonig5,6.9.8-1
deb,libopenal-data,1:1.19.1-2build3
deb,libopenal1,1:1.19.1-2build3
deb,libopenblas-dev,0.3.26+ds-1
deb,libopenblas-pthread-dev,0.3.26+ds-1
deb,libopenblas0,0.3.26+ds-1
deb,libopenblas0-pthread,0.3.26+ds-1
deb,libopencore-amrnb0,0.1.5-1
deb,libopencore-amrwb0,0.1.5-1
deb,libopenexr25,2.5.7-1
deb,libopengl-dev,1.4.0-1
deb,libopengl0,1.4.0-1
deb,libopenh264-6,2.2.0+dfsg-2
deb,libopenjp2-7,2.4.0-6ubuntu0.3
deb,libopenjp2-7,2.5.0-2+deb12u1
deb,libopenmpi-dev,4.1.6-7ubuntu2
deb,libopenmpi3t64,4.1.6-7ubuntu2
deb,libopenmpt0,0.6.1-1
deb,libopenni2-0,2.2.0.33+dfsg-15
deb,libopus0,1.3.1-0.1build2
deb,liborc-0.4-0,1:0.4.32-2ubuntu0.1
deb,libp11-kit0,0.24.0-6build1
deb,libp11-kit0,0.24.1-2
deb,libp11-kit0,0.25.3-4ubuntu2.1
deb,libpackagekit-glib2-18,1.2.5-2ubuntu3
deb,libpam-cap,1:2.44-1ubuntu0.22.04.2
deb,libpam-modules,1.4.0-11ubuntu2.5
deb,libpam-modules,1.4.0-11ubuntu2.6
deb,libpam-modules,1.5.2-6+deb12u1
deb,libpam-modules,1.5.2-6+deb12u2
deb,libpam-modules,1.5.3-5ubuntu5.4
deb,libpam-modules-bin,1.4.0-11ubuntu2.5
deb,libpam-modules-bin,1.4.0-11ubuntu2.6
deb,libpam-modules-bin,1.5.2-6+deb12u1
deb,libpam-modules-bin,1.5.2-6+deb12u2
deb,libpam-modules-bin,1.5.3-5ubuntu5.4
deb,libpam-runtime,1.4.0-11ubuntu2.5
deb,libpam-runtime,1.4.0-11ubuntu2.6
deb,libpam-runtime,1.5.2-6+deb12u1
deb,libpam-runtime,1.5.2-6+deb12u2
deb,libpam-runtime,1.5.3-5ubuntu5.4
deb,libpam-systemd,249.11-0ubuntu3.12
deb,libpam-systemd,249.11-0ubuntu3.16
deb,libpam0g,1.4.0-11ubuntu2.5
deb,libpam0g,1.4.0-11ubuntu2.6
deb,libpam0g,1.5.2-6+deb12u1
deb,libpam0g,1.5.2-6+deb12u2
deb,libpam0g,1.5.3-5ubuntu5.4
deb,libpango-1.0-0,1.50.6+ds-2ubuntu1
deb,libpangocairo-1.0-0,1.50.6+ds-2ubuntu1
deb,libpangoft2-1.0-0,1.50.6+ds-2ubuntu1
deb,libpangoxft-1.0-0,1.50.6+ds-2ubuntu1
deb,libpaper-utils,1.1.28build2
deb,libpaper1,1.1.28build2
deb,libparu0,1:7.6.1+dfsg-1build1
deb,libpci3,1:3.7.0-6
deb,libpciaccess0,0.16-3
deb,libpciaccess0,0.17-3ubuntu0.24.04.2
deb,libpcre2-8-0,10.39-3ubuntu0.1
deb,libpcre2-8-0,10.42-1
deb,libpcre2-8-0,10.42-4ubuntu2.1
deb,libpcre3,2:8.39-13ubuntu0.22.04.1
deb,libpcre3,2:8.39-15
deb,libperl5.34,5.34.0-3ubuntu1.3
deb,libperl5.34,5.34.0-3ubuntu1.5
deb,libperl5.36,5.36.0-7+deb12u2
deb,libperl5.36,5.36.0-7+deb12u3
deb,libperl5.38t64,5.38.2-3.2ubuntu0.1
deb,libpipewire-0.3-0,0.3.48-1ubuntu3
deb,libpipewire-0.3-common,0.3.48-1ubuntu3
deb,libpipewire-0.3-modules,0.3.48-1ubuntu3
deb,libpixman-1-0,0.40.0-1ubuntu0.22.04.1
deb,libpkgconf3,1.8.1-2build1
deb,libpmix-dev,5.0.1-4.1build1
deb,libpmix2t64,5.0.1-4.1build1
deb,libpnetcdf-dev,1.12.3-2build2
deb,libpnetcdf0d,1.12.3-2build2
deb,libpng16-16,1.6.37-3build5
deb,libpng16-16,1.6.39-2
deb,libpng16-16t64,1.6.43-5build1
deb,libpolkit-agent-1-0,0.105-33
deb,libpolkit-gobject-1-0,0.105-33
deb,libpoppler-cpp0v5,22.02.0-2ubuntu0.9
deb,libpoppler-glib8,22.02.0-2ubuntu0.9
deb,libpoppler118,22.02.0-2ubuntu0.9
deb,libpq-dev,15.13-0+deb12u1
deb,libpq-dev,15.16-0+deb12u1
deb,libpq5,15.13-0+deb12u1
deb,libpq5,15.16-0+deb12u1
deb,libproc2-0,2:4.0.2-3
deb,libproc2-0,2:4.0.4-4ubuntu3.2
deb,libprocps8,2:3.3.17-6ubuntu2.1
deb,libprotobuf-c1,1.4.1-1+b1
deb,libproxy1v5,0.4.17-2
deb,libpsl5,0.21.0-1.2build2
deb,libpsl5,0.21.2-1
deb,libpsl5t64,0.21.2-1.1build1
deb,libpsm-infinipath1,3.3+20.604758e7-6.3build1
deb,libpsm2-2,11.2.185-2build1
deb,libpthread-stubs0-dev,0.4-1build2
deb,libptscotch-7.0,7.0.4-1ubuntu2
deb,libptscotch-dev,7.0.4-1ubuntu2
deb,libpulse0,1:15.99.1+dfsg1-1ubuntu2.2
deb,libpulsedsp,1:15.99.1+dfsg1-1ubuntu2.2
deb,libpython3-dev,3.12.3-0ubuntu2
deb,libpython3-stdlib,3.10.6-1~22.04.1
deb,libpython3-stdlib,3.12.3-0ubuntu2
deb,libpython3.10,3.10.12-1~22.04.10
deb,libpython3.10-minimal,3.10.12-1~22.04.10
deb,libpython3.10-minimal,3.10.12-1~22.04.9
deb,libpython3.10-stdlib,3.10.12-1~22.04.10
deb,libpython3.10-stdlib,3.10.12-1~22.04.9
deb,libpython3.11,3.11.11-1+jammy1
deb,libpython3.11-dev,3.11.11-1+jammy1
deb,libpython3.11-minimal,3.11.11-1+jammy1
deb,libpython3.11-stdlib,3.11.11-1+jammy1
deb,libpython3.12-dev,3.12.3-1ubuntu0.7
deb,libpython3.12-minimal,3.12.3-1ubuntu0.7
deb,libpython3.12-stdlib,3.12.3-1ubuntu0.7
deb,libpython3.12t64,3.12.3-1ubuntu0.7
deb,libqpdf28,10.6.3-1
deb,libqrencode4,4.1.1-1
deb,libquadmath0,12.2.0-14+deb12u1
deb,libquadmath0,12.3.0-1ubuntu1~22.04
deb,libquadmath0,14.2.0-4ubuntu2~24.04
deb,libraqm0,0.7.0-4ubuntu1
deb,libraw1394-11,2.1.2-2build2
deb,librbio4,1:7.6.1+dfsg-1build1
deb,librdmacm1t64,50.0-2ubuntu0.2
deb,libreadline8,8.1.2-1
deb,libreadline8,8.2-1.3
deb,libreadline8t64,8.2-4build1
deb,librhash0,1.4.3-3build1
deb,librsvg2-2,2.52.5+dfsg-3ubuntu0.2
deb,librsvg2-common,2.52.5+dfsg-3ubuntu0.2
deb,librtmp1,2.4+20151223.gitfa8646d.1-2+b2
deb,librtmp1,2.4+20151223.gitfa8646d.1-2build4
deb,librtmp1,2.4+20151223.gitfa8646d.1-2build7
deb,libsample0,1.2.3~alpha2
deb,libsamplerate0,0.2.2-1build1
deb,libsane-common,1.1.1-5
deb,libsane1,1.1.1-5
deb,libsasl2-2,2.1.27+dfsg2-3ubuntu1.2
deb,libsasl2-2,2.1.28+dfsg-10
deb,libsasl2-2,2.1.28+dfsg1-5ubuntu3.1
deb,libsasl2-modules,2.1.27+dfsg2-3ubuntu1.2
deb,libsasl2-modules,2.1.28+dfsg1-5ubuntu3.1
deb,libsasl2-modules-db,2.1.27+dfsg2-3ubuntu1.2
deb,libsasl2-modules-db,2.1.28+dfsg-10
deb,libsasl2-modules-db,2.1.28+dfsg1-5ubuntu3.1
deb,libsbc1,1.5-3build2
deb,libscalapack-mpi-dev,2.2.1-3.1ubuntu1
deb,libscalapack-openmpi-dev,2.2.1-3.1ubuntu1
deb,libscalapack-openmpi2.2,2.2.1-3.1ubuntu1
deb,libscotch-7.0,7.0.4-1ubuntu2
deb,libscotch-dev,7.0.4-1ubuntu2
deb,libsdl2-2.0-0,2.0.20+dfsg-2ubuntu1.22.04.1
deb,libseccomp2,2.5.3-2ubuntu2
deb,libseccomp2,2.5.3-2ubuntu3~22.04.1
deb,libseccomp2,2.5.4-1+deb12u1
deb,libseccomp2,2.5.5-1ubuntu3.1
deb,libsecret-1-0,0.20.5-2
deb,libsecret-common,0.20.5-2
deb,libselinux1,3.3-1build2
deb,libselinux1,3.4-1+b6
deb,libselinux1,3.5-2ubuntu2.1
deb,libselinux1-dev,3.1-3
deb,libsemanage-common,3.3-1build2
deb,libsemanage-common,3.4-1
deb,libsemanage-common,3.5-1build5
deb,libsemanage2,3.3-1build2
deb,libsemanage2,3.4-1+b5
deb,libsemanage2,3.5-1build5
deb,libsensors-config,1:3.6.0-7ubuntu1
deb,libsensors-config,1:3.6.0-9build1
deb,libsensors5,1:3.6.0-7ubuntu1
deb,libsensors5,1:3.6.0-9build1
deb,libsepol2,3.3-1build1
deb,libsepol2,3.4-2.1
deb,libsepol2,3.5-2build1
deb,libserd-0-0,0.30.10-2
deb,libsframe1,2.42-4ubuntu2.5
deb,libsharpyuv0,1.3.2-0.4build3
deb,libshine3,3.1.1-2
deb,libshout3,2.4.5-1build3
deb,libsidplay1v5,1.36.60-1
deb,libsigsegv2,2.13-1ubuntu3
deb,libslang2,2.3.2-5build4
deb,libsm6,2:1.2.3-1build2
deb,libsmartcols1,2.37.2-4ubuntu3.4
deb,libsmartcols1,2.38.1-5+deb12u3
deb,libsmartcols1,2.39.3-9ubuntu6.2
deb,libsnapd-glib1,1.60-0ubuntu1
deb,libsnappy1v5,1.1.8-1build3
deb,libsndfile1,1.0.31-2ubuntu0.2
deb,libsndio7.0,1.8.1-1.1
deb,libsnmp-base,5.9.1+dfsg-1ubuntu2.8
deb,libsnmp40,5.9.1+dfsg-1ubuntu2.8
deb,libsodium23,1.0.18-1
deb,libsodium23,1.0.18-1build2
deb,libsodium23,1.0.18-1build3
deb,libsord-0-0,0.16.8-2
deb,libsoundtouch1,2.3.1+ds1-1
deb,libsoup2.4-1,2.74.2-3ubuntu0.6
deb,libsoup2.4-common,2.74.2-3ubuntu0.6
deb,libsoxr0,0.1.3-4build2
deb,libspa-0.2-modules,0.3.48-1ubuntu3
deb,libspandsp2,0.0.6+dfsg-2
deb,libspeex1,1.2~rc1.2-1.1ubuntu3
deb,libspeexdsp1,1.2~rc1.2-1.1ubuntu3
deb,libspex2,1:7.6.1+dfsg-1build1
deb,libspqr4,1:7.6.1+dfsg-1build1
deb,libsqlite3-0,3.37.2-2ubuntu0.3
deb,libsqlite3-0,3.37.2-2ubuntu0.5
deb,libsqlite3-0,3.40.1-2+deb12u1
deb,libsqlite3-0,3.40.1-2+deb12u2
deb,libsqlite3-0,3.45.1-1ubuntu2.3
deb,libsratom-0-0,0.6.8-1
deb,libsrt1.4-gnutls,1.4.4-4
deb,libsrtp2-1,2.4.2-2
deb,libss2,1.46.5-2ubuntu1.2
deb,libss2,1.47.0-2
deb,libss2,1.47.0-2+b2
deb,libss2,1.47.0-2.4~exp1ubuntu4.1
deb,libssh-4,0.10.6-2build2
deb,libssh-4,0.9.6-2ubuntu0.22.04.3
deb,libssh-4,0.9.6-2ubuntu0.22.04.4
deb,libssh2-1,1.10.0-3+b1
deb,libssl-dev,3.0.13-0ubuntu3.5
deb,libssl-dev,3.0.16-1~deb12u1
deb,libssl-dev,3.0.18-1~deb12u2
deb,libssl3,3.0.15-1~deb12u1
deb,libssl3,3.0.16-1~deb12u1
deb,libssl3,3.0.18-1~deb12u2
deb,libssl3,3.0.2-0ubuntu1.18
deb,libssl3,3.0.2-0ubuntu1.19
deb,libssl3t64,3.0.13-0ubuntu3.5
deb,libstdc++-11-dev,11.4.0-1ubuntu1~22.04
deb,libstdc++-13-dev,13.3.0-6ubuntu2~24.04
deb,libstdc++6,12.2.0-14
deb,libstdc++6,12.2.0-14+deb12u1
deb,libstdc++6,12.3.0-1ubuntu1~22.04
deb,libstdc++6,14.2.0-4ubuntu2~24.04
deb,libstemmer0d,2.2.0-1build1
deb,libsuitesparse-dev,1:7.6.1+dfsg-1build1
deb,libsuitesparse-mongoose3,1:7.6.1+dfsg-1build1
deb,libsuitesparseconfig7,1:7.6.1+dfsg-1build1
deb,libsuperlu-dev,6.0.1+dfsg1-1build1
deb,libsuperlu-dist-dev,8.2.1+dfsg1-1build2
deb,libsuperlu-dist8,8.2.1+dfsg1-1build2
deb,libsuperlu6,6.0.1+dfsg1-1build1
deb,libswresample3,7:4.4.2-0ubuntu0.22.04.1
deb,libsybdb5,1.3.17+ds-2
deb,libsystemd-shared,255.4-1ubuntu8.8
deb,libsystemd0,249.11-0ubuntu3.12
deb,libsystemd0,249.11-0ubuntu3.16
deb,libsystemd0,252.36-1~deb12u1
deb,libsystemd0,252.38-1~deb12u1
deb,libsystemd0,252.39-1~deb12u1
deb,libsystemd0,255.4-1ubuntu8.8
deb,libsz2,1.1.2-1build1
deb,libtag1v5,1.11.1+dfsg.1-3ubuntu3
deb,libtag1v5-vanilla,1.11.1+dfsg.1-3ubuntu3
deb,libtasn1-6,4.18.0-4build1
deb,libtasn1-6,4.18.0-4ubuntu0.1
deb,libtasn1-6,4.19.0-2+deb12u1
deb,libtasn1-6,4.19.0-3ubuntu0.24.04.1
deb,libtdb1,1.4.5-2build1
deb,libtext-glob-perl,0.11-3
deb,libtext-iconv-perl,1.7-7build3
deb,libthai-data,0.1.29-1build1
deb,libthai0,0.1.29-1build1
deb,libtheora0,1.1.1+dfsg.1-15ubuntu4
deb,libtidy5deb1,2:5.6.0-11
deb,libtiff5,4.3.0-6ubuntu0.10
deb,libtiff6,4.5.0-6+deb12u2
deb,libtiff6,4.5.1+git230720-4ubuntu2.2
deb,libtinfo5,6.3-2ubuntu0.1
deb,libtinfo6,6.3-2ubuntu0.1
deb,libtinfo6,6.4+20240113-1ubuntu2
deb,libtinfo6,6.4-4
deb,libtirpc-common,1.3.2-2ubuntu0.1
deb,libtirpc-common,1.3.3+ds-1
deb,libtirpc-dev,1.3.2-2ubuntu0.1
deb,libtirpc-dev,1.3.3+ds-1
deb,libtirpc3,1.3.2-2ubuntu0.1
deb,libtirpc3,1.3.3+ds-1
deb,libtool,2.4.7-7build1
deb,libtsan0,11.4.0-1ubuntu1~22.04
deb,libtsan2,12.2.0-14+deb12u1
deb,libtsan2,14.2.0-4ubuntu2~24.04
deb,libturbojpeg,2.1.2-0ubuntu1
deb,libtwolame0,0.4.0-2build2
deb,libubsan1,12.2.0-14+deb12u1
deb,libubsan1,12.3.0-1ubuntu1~22.04
deb,libubsan1,14.2.0-4ubuntu2~24.04
deb,libucx0,1.16.0+ds-5ubuntu1
deb,libudev1,249.11-0ubuntu3.12
deb,libudev1,249.11-0ubuntu3.16
deb,libudev1,252.36-1~deb12u1
deb,libudev1,252.38-1~deb12u1
deb,libudev1,252.39-1~deb12u1
deb,libudev1,255.4-1ubuntu8.8
deb,libumfpack6,1:7.6.1+dfsg-1build1
deb,libunistring2,1.0-1
deb,libunistring2,1.0-2
deb,libunistring5,1.1-2build1.1
deb,libunwind8,1.3.2-2build2.1
deb,libusb-1.0-0,2:1.0.25-1ubuntu2
deb,libutempter0,1.2.1-2build2
deb,libuuid1,2.37.2-4ubuntu3.4
deb,libuuid1,2.38.1-5+deb12u3
deb,libuuid1,2.39.3-9ubuntu6.2
deb,libuv1,1.43.0-1ubuntu0.1
deb,libuv1,1.44.2-1+deb12u1
deb,libuv1t64,1.48.0-1.1build1
deb,libv4l-0,1.22.1-2build1
deb,libv4lconvert0,1.22.1-2build1
deb,libva-drm2,2.14.0-1
deb,libva-wayland2,2.14.0-1
deb,libva-x11-2,2.14.0-1
deb,libva2,2.14.0-1
deb,libvdpau1,1.4-3build2
deb,libvisual-0.4-0,0.4.0-17build2
deb,libvo-aacenc0,0.1.3-2
deb,libvo-amrwbenc0,0.1.3-2
deb,libvorbis0a,1.3.7-1build2
deb,libvorbisenc2,1.3.7-1build2
deb,libvorbisfile3,1.3.7-1build2
deb,libvpx7,1.11.0-2ubuntu2.4
deb,libwavpack1,5.4.0-1build2
deb,libwayland-client0,1.20.0-1ubuntu0.1
deb,libwayland-cursor0,1.20.0-1ubuntu0.1
deb,libwayland-egl1,1.20.0-1ubuntu0.1
deb,libwayland-server0,1.20.0-1ubuntu0.1
deb,libwebkit2gtk-4.0-37,2.48.3-0ubuntu0.22.04.1
deb,libwebp7,1.2.2-2ubuntu0.22.04.2
deb,libwebp7,1.2.4-0.2+deb12u1
deb,libwebp7,1.3.2-0.4build3
deb,libwebpdemux2,1.2.2-2ubuntu0.22.04.2
deb,libwebpdemux2,1.2.4-0.2+deb12u1
deb,libwebpmux3,1.2.2-2ubuntu0.22.04.2
deb,libwebpmux3,1.2.4-0.2+deb12u1
deb,libwebrtc-audio-processing1,0.3.1-0ubuntu5
deb,libwildmidi2,0.4.3-1
deb,libwmflite-0.2-7,0.2.12-5ubuntu1
deb,libwoff1,1.0.2-1build4
deb,libwrap0,7.6.q-31build2
deb,libx11-6,2:1.7.5-1ubuntu0.3
deb,libx11-6,2:1.8.4-2+deb12u2
deb,libx11-6,2:1.8.7-1build1
deb,libx11-data,2:1.7.5-1ubuntu0.3
deb,libx11-data,2:1.8.4-2+deb12u2
deb,libx11-data,2:1.8.7-1build1
deb,libx11-dev,2:1.7.5-1ubuntu0.3
deb,libx11-xcb1,2:1.7.5-1ubuntu0.3
deb,libx264-163,2:0.163.3060+git5db6aa6-2build1
deb,libx265-199,3.5-2
deb,libx265-199,3.5-2+b1
deb,libx32asan6,11.4.0-1ubuntu1~22.04
deb,libx32atomic1,12.3.0-1ubuntu1~22.04
deb,libx32gcc-11-dev,11.4.0-1ubuntu1~22.04
deb,libx32gcc-s1,12.3.0-1ubuntu1~22.04
deb,libx32gomp1,12.3.0-1ubuntu1~22.04
deb,libx32itm1,12.3.0-1ubuntu1~22.04
deb,libx32quadmath0,12.3.0-1ubuntu1~22.04
deb,libx32stdc++6,12.3.0-1ubuntu1~22.04
deb,libx32ubsan1,12.3.0-1ubuntu1~22.04
deb,libxau-dev,1:1.0.9-1build5
deb,libxau6,1:1.0.9-1
deb,libxau6,1:1.0.9-1build5
deb,libxau6,1:1.0.9-1build6
deb,libxaw7,2:1.0.14-1
deb,libxcb-dri2-0,1.14-3ubuntu3
deb,libxcb-dri3-0,1.14-3ubuntu3
deb,libxcb-glx0,1.14-3ubuntu3
deb,libxcb-present0,1.14-3ubuntu3
deb,libxcb-randr0,1.14-3ubuntu3
deb,libxcb-render0,1.14-3ubuntu3
deb,libxcb-shape0,1.14-3ubuntu3
deb,libxcb-shm0,1.14-3ubuntu3
deb,libxcb-sync1,1.14-3ubuntu3
deb,libxcb-xfixes0,1.14-3ubuntu3
deb,libxcb1,1.14-3ubuntu3
deb,libxcb1,1.15-1
deb,libxcb1,1.15-1ubuntu2
deb,libxcb1-dev,1.14-3ubuntu3
deb,libxcomposite1,1:0.4.5-1build2
deb,libxcursor1,1:1.2.0-2build4
deb,libxdamage1,1:1.1.5-2build2
deb,libxdmcp-dev,1:1.1.3-0ubuntu5
deb,libxdmcp6,1:1.1.2-3
deb,libxdmcp6,1:1.1.3-0ubuntu5
deb,libxdmcp6,1:1.1.3-0ubuntu6
deb,libxext6,2:1.3.4-1+b1
deb,libxext6,2:1.3.4-1build1
deb,libxext6,2:1.3.4-1build2
deb,libxfixes3,1:6.0.0-1
deb,libxfont2,1:2.0.5-1build1
deb,libxft2,2.3.4-1
deb,libxi6,2:1.8-1build1
deb,libxinerama1,2:1.1.4-3
deb,libxkbcommon0,1.4.0-1
deb,libxkbfile1,1:1.1.0-1build3
deb,libxml2,2.9.13+dfsg-1ubuntu0.6
deb,libxml2,2.9.13+dfsg-1ubuntu0.7
deb,libxml2,2.9.14+dfsg-1.3ubuntu3.3
deb,libxml2,2.9.14+dfsg-1.3~deb12u2
deb,libxml2-dev,2.9.14+dfsg-1.3ubuntu3.3
deb,libxml2-utils,2.9.13+dfsg-1ubuntu0.7
deb,libxmlb2,0.3.6-2build1
deb,libxmu6,2:1.1.3-3
deb,libxmuu1,2:1.1.3-3
deb,libxmuu1,2:1.1.3-3build2
deb,libxnvctrl0,510.47.03-0ubuntu4
deb,libxpm4,1:3.5.12-1ubuntu0.22.04.2
deb,libxpm4,1:3.5.17-1build2
deb,libxrandr2,2:1.5.2-1build1
deb,libxrender1,1:0.9.10-1build4
deb,libxres1,2:1.2.1-1
deb,libxshmfence1,1.3-1build4
deb,libxslt1.1,1.1.34-4ubuntu0.22.04.4
deb,libxslt1.1,1.1.35-1+deb12u1
deb,libxss1,1:1.2.3-1build2
deb,libxt6,1:1.2.1-1
deb,libxtst6,2:1.2.3-1build4
deb,libxv1,2:1.0.11-1build2
deb,libxvidcore4,2:1.3.7-1
deb,libxxf86dga1,2:1.1.5-0ubuntu3
deb,libxxf86vm1,1:1.1.4-1build3
deb,libxxhash0,0.8.1-1
deb,libxxhash0,0.8.2-2build1
deb,libyaml-0-2,0.2.2-1build2
deb,libyuv0,0.0~git20220104.b91df1a-2
deb,libzbar0,0.23.92-4build2
deb,libzip4,1.7.3-1+b1
deb,libzstd1,1.4.8+dfsg-3build1
deb,libzstd1,1.5.4+dfsg2-5
deb,libzstd1,1.5.5+dfsg2-2build1.1
deb,libzvbi-common,0.2.35-19
deb,libzvbi0,0.2.35-19
deb,libzxingcore1,1.2.0-1
deb,linux-libc-dev,5.15.0-134.145
deb,linux-libc-dev,5.15.0-151.161
deb,linux-libc-dev,6.1.162-1
deb,linux-libc-dev,6.8.0-63.66
deb,locales,2.36-9+deb12u10
deb,login,1:4.13+dfsg1-1+b1
deb,login,1:4.13+dfsg1-1+deb12u1
deb,login,1:4.13+dfsg1-4ubuntu3.2
deb,login,1:4.8.1-2ubuntu2.2
deb,login,4.13+dfsg1-1+deb12u2
deb,logsave,1.46.5-2ubuntu1.2
deb,logsave,1.47.0-2
deb,logsave,1.47.0-2+b2
deb,logsave,1.47.0-2.4~exp1ubuntu4.1
deb,lsb-base,11.1.0ubuntu4
deb,lsb-base,11.6
deb,lsb-release,11.1.0ubuntu4
deb,lto-disabled-list,24
deb,lto-disabled-list,47
deb,m4,1.4.18-5ubuntu2
deb,m4,1.4.19-4build1
deb,mailcap,3.70+nmu1ubuntu1
deb,make,4.3-4.1build1
deb,make,4.3-4.1build2
deb,manpages,5.10-1ubuntu1
deb,manpages,6.7-2
deb,manpages-dev,5.10-1ubuntu1
deb,manpages-dev,6.7-2
deb,mawk,1.3.4.20200120-3
deb,mawk,1.3.4.20200120-3.1
deb,mawk,1.3.4.20240123-1build1
deb,media-types,10.0.0
deb,media-types,10.1.0
deb,media-types,7.0.0
deb,mesa-va-drivers,23.2.1-1ubuntu3.1~22.04.3
deb,mesa-vdpau-drivers,23.2.1-1ubuntu3.1~22.04.3
deb,meson,0.61.2-1
deb,mime-support,3.66
deb,mosquitto-clients,latest
deb,mount,2.37.2-4ubuntu3.4
deb,mount,2.38.1-5+deb12u3
deb,mount,2.39.3-9ubuntu6.2
deb,mpi-default-bin,1.15build1
deb,mpi-default-dev,1.15build1
deb,mtools,4.0.33-1+really4.0.32-1build1
deb,nano,7.2-2ubuntu0.1
deb,ncurses-base,6.3-2ubuntu0.1
deb,ncurses-base,6.4+20240113-1ubuntu2
deb,ncurses-base,6.4-4
deb,ncurses-bin,6.3-2ubuntu0.1
